,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Year,Month,Type_t,Type_u,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Regionname_Western Victoria,Price
4864,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,5,0,0,0,1,0,0,0,0,0,502500.0
4865,3,13.0,3046.0,2.0,2.0,212.0,-37.7073,144.9277,8870.0,2016,8,1,0,0,1,0,0,0,0,0,550000.0
4866,3,13.0,3046.0,2.0,1.0,190.0,-37.6997,144.9367,8870.0,2016,8,0,1,0,1,0,0,0,0,0,460000.0
4867,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,8,0,0,0,1,0,0,0,0,0,582000.0
4869,4,13.0,3046.0,1.0,2.0,586.0,-37.6975,144.9065,8870.0,2016,4,0,0,0,1,0,0,0,0,0,600000.0
4870,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,4,0,1,0,1,0,0,0,0,0,400000.0
4871,4,13.0,3046.0,3.0,2.0,693.0,-37.7111,144.9275,8870.0,2016,9,0,0,0,1,0,0,0,0,0,1217500.0
4872,3,13.0,3046.0,1.0,2.0,599.0,-37.7009,144.9291,8870.0,2016,9,0,0,0,1,0,0,0,0,0,600000.0
4873,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,9,0,1,0,1,0,0,0,0,0,470000.0
4874,2,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,9,0,0,0,1,0,0,0,0,0,452000.0
4875,3,13.0,3046.0,2.0,2.0,585.0,-37.6977,144.9071,8870.0,2016,9,0,0,0,1,0,0,0,0,0,570000.0
4876,4,13.0,3046.0,1.0,2.0,695.0,-37.6985,144.9441,8870.0,2016,9,0,0,0,1,0,0,0,0,0,655000.0
4877,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2017,2,0,0,0,1,0,0,0,0,0,645000.0
4878,3,13.0,3046.0,1.0,4.0,677.0,-37.695,144.9271,8870.0,2017,2,0,0,0,1,0,0,0,0,0,500000.0
4879,3,13.0,3046.0,1.0,4.0,597.0,-37.7097,144.9351,8870.0,2017,2,0,0,0,1,0,0,0,0,0,762700.0
4880,2,13.0,3046.0,1.0,1.0,176.0,-37.7081,144.912,8870.0,2017,2,0,1,0,1,0,0,0,0,0,465000.0
4881,2,13.0,3046.0,1.0,1.0,668.0,-37.7067,144.9331,8870.0,2017,2,0,0,0,1,0,0,0,0,0,741250.0
4883,2,13.0,3046.0,2.0,1.0,190.0,-37.7072,144.9241,8870.0,2016,6,1,0,0,1,0,0,0,0,0,488500.0
4884,4,13.0,3046.0,2.0,2.0,650.0,-37.7004,144.9411,8870.0,2016,6,0,0,0,1,0,0,0,0,0,787500.0
4885,2,13.0,3046.0,1.0,1.0,245.0,-37.7076,144.9097,8870.0,2016,6,0,1,0,1,0,0,0,0,0,442000.0
4887,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,6,0,0,0,1,0,0,0,0,0,500000.0
4888,6,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,6,0,0,0,1,0,0,0,0,0,1035000.0
4889,2,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,11,1,0,0,1,0,0,0,0,0,484852.0
4891,4,13.0,3046.0,2.0,8.0,977.0,-37.7063,144.9273,8870.0,2016,11,0,0,0,1,0,0,0,0,0,1000000.0
4892,2,13.0,3046.0,1.0,2.0,590.0,-37.7072,144.938,8870.0,2016,11,0,0,0,1,0,0,0,0,0,726335.0
4893,4,13.0,3046.0,2.0,2.0,602.0,-37.7005,144.9258,8870.0,2016,11,0,0,0,1,0,0,0,0,0,630000.0
4895,2,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,11,0,0,0,1,0,0,0,0,0,685000.0
4896,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,11,0,0,0,1,0,0,0,0,0,410000.0
4897,3,13.0,3046.0,1.0,3.0,705.0,-37.6967,144.9116,8870.0,2016,11,0,0,0,1,0,0,0,0,0,670000.0
4898,2,13.0,3046.0,1.0,1.0,172.0,-37.7074,144.9086,8870.0,2016,11,0,0,0,1,0,0,0,0,0,417000.0
4899,3,13.0,3046.0,1.0,2.0,258.0,-37.7047,144.9087,8870.0,2016,11,1,0,0,1,0,0,0,0,0,600000.0
4900,4,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,5,0,0,0,1,0,0,0,0,0,640000.0
4901,3,13.0,3046.0,2.0,1.0,215.0,-37.6952,144.9256,8870.0,2016,5,1,0,0,1,0,0,0,0,0,440000.0
4902,3,13.0,3046.0,1.0,1.0,348.0,-37.7119,144.9111,8870.0,2016,5,0,0,0,1,0,0,0,0,0,501000.0
4903,3,13.0,3046.0,1.0,2.0,657.0,-37.7019,144.9225,8870.0,2016,8,0,0,0,1,0,0,0,0,0,660000.0
4904,2,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,8,0,0,0,1,0,0,0,0,0,675000.0
4905,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,8,0,0,0,1,0,0,0,0,0,600000.0
4906,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,8,0,0,0,1,0,0,0,0,0,607000.0
4907,2,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,8,0,1,0,1,0,0,0,0,0,382000.0
4908,3,13.0,3046.0,1.0,3.0,781.0,-37.7048,144.9097,8870.0,2016,8,0,0,0,1,0,0,0,0,0,722000.0
4909,2,13.0,3046.0,1.0,1.0,155.0,-37.6972,144.9239,8870.0,2016,7,0,0,0,1,0,0,0,0,0,270000.0
4910,4,13.0,3046.0,2.0,4.0,768.0,-37.6979,144.9377,8870.0,2016,7,0,0,0,1,0,0,0,0,0,825000.0
4911,3,13.0,3046.0,1.0,2.0,512.0,-37.80046,145.0032,8870.0,2016,7,0,0,0,1,0,0,0,0,0,615000.0
4912,4,13.0,3046.0,2.0,1.0,624.0,-37.6969,144.9334,8870.0,2016,7,0,0,0,1,0,0,0,0,0,638000.0
4913,3,13.6,3043.0,2.0,2.0,608.0,-37.709,144.8925,1071.0,2016,3,0,0,0,0,0,0,0,1,0,631000.0
4914,3,13.6,3043.0,2.0,1.0,149.0,-37.7068,144.8963,1071.0,2016,3,1,0,0,0,0,0,0,1,0,532000.0
4915,3,13.6,3043.0,1.0,2.0,512.0,-37.80046,145.0032,1071.0,2017,4,0,0,0,0,0,0,0,1,0,791000.0
4916,3,13.6,3043.0,2.0,1.0,140.0,-37.7071,144.8959,1071.0,2017,4,0,0,0,0,0,0,0,1,0,500000.0
4917,3,13.6,3043.0,2.0,1.0,215.0,-37.709,144.8964,1071.0,2016,6,0,0,0,0,0,0,0,1,0,504000.0
4919,3,13.6,3043.0,2.0,2.0,178.0,-37.7087,144.8962,1071.0,2016,7,1,0,0,0,0,0,0,1,0,468000.0
4920,3,13.6,3043.0,1.0,2.0,512.0,-37.80046,145.0032,1071.0,2016,10,0,0,0,0,0,0,0,1,0,550000.0
4921,4,13.6,3043.0,2.0,2.0,0.0,-37.705,144.9004,1071.0,2016,12,0,0,0,0,0,0,0,1,0,802500.0
4922,4,13.6,3043.0,2.0,2.0,453.0,-37.7016,144.8974,1071.0,2016,5,0,0,0,0,0,0,0,1,0,709000.0
4923,3,13.6,3043.0,2.0,2.0,691.0,-37.7089,144.8927,1071.0,2016,4,0,0,0,0,0,0,0,1,0,700000.0
4924,3,13.6,3043.0,2.0,1.0,175.0,-37.7076,144.8961,1071.0,2016,4,0,0,0,0,0,0,0,1,0,485000.0
4926,3,13.6,3043.0,1.0,2.0,512.0,-37.80046,145.0032,1071.0,2017,3,0,0,0,0,0,0,0,1,0,690000.0
4927,3,13.6,3043.0,2.0,1.0,367.0,-37.704,144.8989,1071.0,2016,11,0,0,0,0,0,0,0,1,0,540000.0
4928,4,13.6,3043.0,1.0,2.0,512.0,-37.80046,145.0032,1071.0,2016,8,0,0,0,0,0,0,0,1,0,600000.0
4929,3,13.6,3043.0,2.0,1.0,158.0,-37.7091,144.8958,1071.0,2016,4,0,0,0,0,0,0,0,1,0,390000.0
4930,3,13.6,3043.0,1.0,2.0,512.0,-37.80046,145.0032,1071.0,2017,2,0,0,0,0,0,0,0,1,0,626000.0
4931,4,13.6,3043.0,1.0,2.0,512.0,-37.80046,145.0032,1071.0,2016,7,0,0,0,0,0,0,0,1,0,660000.0
4932,4,13.6,3043.0,2.0,2.0,719.0,-37.7062,144.8978,1071.0,2016,7,0,0,0,0,0,0,0,1,0,800000.0
4933,3,13.6,3043.0,2.0,1.0,223.0,-37.704,144.8984,1071.0,2016,6,0,0,0,0,0,0,0,1,0,525000.0
4934,4,13.6,3043.0,2.0,2.0,453.0,-37.7016,144.8974,1071.0,2016,6,0,0,0,0,0,0,0,1,0,740000.0
4935,4,13.6,3043.0,1.0,2.0,512.0,-37.80046,145.0032,1071.0,2016,5,0,0,0,0,0,0,0,1,0,880000.0
4936,3,12.1,3046.0,1.0,2.0,597.0,-37.711,144.9478,2606.0,2016,3,0,0,0,1,0,0,0,0,0,605000.0
4937,3,12.1,3046.0,1.0,2.0,512.0,-37.80046,145.0032,2606.0,2016,3,0,0,0,1,0,0,0,0,0,570000.0
4938,3,12.1,3046.0,1.0,2.0,724.0,-37.7076,144.9481,2606.0,2016,3,0,0,0,1,0,0,0,0,0,685500.0
4939,2,12.1,3046.0,1.0,1.0,394.0,-37.7153,144.9507,2606.0,2016,3,0,0,0,1,0,0,0,0,0,610000.0
4940,3,12.1,3046.0,1.0,1.0,604.0,-37.7124,144.9514,2606.0,2016,3,0,0,0,1,0,0,0,0,0,630000.0
4941,4,12.1,3046.0,3.0,5.0,591.0,-37.7127,144.9489,2606.0,2016,3,0,0,0,1,0,0,0,0,0,870000.0
4942,3,12.1,3046.0,2.0,2.0,592.0,-37.7149,144.9473,2606.0,2017,4,0,0,0,1,0,0,0,0,0,810000.0
4943,3,12.1,3046.0,1.0,2.0,608.0,-37.7114,144.9378,2606.0,2017,4,0,0,0,1,0,0,0,0,0,840000.0
4944,5,12.1,3046.0,2.0,1.0,590.0,-37.711,144.9481,2606.0,2016,4,0,0,0,1,0,0,0,0,0,585000.0
4945,4,12.1,3046.0,2.0,2.0,595.0,-37.7116,144.9468,2606.0,2016,4,0,0,0,1,0,0,0,0,0,772500.0
4946,3,12.1,3046.0,1.0,1.0,225.0,-37.7068,144.9467,2606.0,2016,4,0,1,0,1,0,0,0,0,0,465000.0
4947,4,12.1,3046.0,1.0,2.0,512.0,-37.80046,145.0032,2606.0,2016,7,0,1,0,1,0,0,0,0,0,581000.0
4948,3,12.1,3046.0,1.0,2.0,512.0,-37.80046,145.0032,2606.0,2016,7,1,0,0,1,0,0,0,0,0,570000.0
4949,3,12.1,3046.0,1.0,4.0,692.0,-37.7084,144.9412,2606.0,2016,8,0,0,0,1,0,0,0,0,0,719000.0
4950,2,12.1,3046.0,1.0,2.0,198.0,-37.7132,144.9488,2606.0,2016,10,0,1,0,1,0,0,0,0,0,487000.0
4951,4,12.1,3046.0,2.0,2.0,700.0,-37.7056,144.9384,2606.0,2016,10,0,0,0,1,0,0,0,0,0,700000.0
4952,4,12.1,3046.0,2.0,1.0,462.0,-37.7062,144.9387,2606.0,2016,10,0,0,0,1,0,0,0,0,0,600500.0
4954,3,12.1,3046.0,1.0,2.0,570.0,-37.7106,144.9491,2606.0,2016,10,0,0,0,1,0,0,0,0,0,730000.0
4955,3,12.1,3046.0,2.0,2.0,565.0,-37.7094,144.9377,2606.0,2016,10,0,0,0,1,0,0,0,0,0,800000.0
4956,4,12.1,3046.0,2.0,2.0,763.0,-37.7123,144.9426,2606.0,2017,11,0,0,0,1,0,0,0,0,0,918000.0
4958,3,12.1,3046.0,2.0,2.0,301.0,-37.715,144.9475,2606.0,2016,12,1,0,0,1,0,0,0,0,0,750000.0
4959,3,12.1,3046.0,1.0,1.0,568.0,-37.7077,144.9438,2606.0,2016,12,0,0,0,1,0,0,0,0,0,740000.0
4961,3,12.1,3046.0,1.0,3.0,539.0,-37.7098,144.9446,2606.0,2016,12,0,0,0,1,0,0,0,0,0,721000.0
4962,3,12.1,3046.0,1.0,2.0,574.0,-37.7157,144.9507,2606.0,2016,12,0,0,0,1,0,0,0,0,0,646000.0
4963,3,12.1,3046.0,2.0,3.0,230.0,-37.7073,144.9486,2606.0,2016,12,0,0,0,1,0,0,0,0,0,545000.0
4964,3,12.1,3046.0,1.0,2.0,700.0,-37.705,144.9469,2606.0,2016,12,0,0,0,1,0,0,0,0,0,770000.0
4965,4,12.1,3046.0,1.0,2.0,700.0,-37.704,144.9399,2606.0,2016,8,0,0,0,1,0,0,0,0,0,777000.0
4966,3,12.1,3046.0,1.0,2.0,512.0,-37.80046,145.0032,2606.0,2016,8,0,0,0,1,0,0,0,0,0,634000.0
4967,2,12.1,3046.0,3.0,1.0,580.0,-37.7098,144.9424,2606.0,2016,8,0,0,0,1,0,0,0,0,0,722000.0
4968,2,12.1,3046.0,1.0,3.0,591.0,-37.7128,144.9471,2606.0,2016,5,0,0,0,1,0,0,0,0,0,545000.0
4969,2,12.1,3046.0,1.0,2.0,512.0,-37.80046,145.0032,2606.0,2016,10,0,1,0,1,0,0,0,0,0,405000.0
4970,3,12.1,3046.0,1.0,2.0,512.0,-37.80046,145.0032,2606.0,2016,10,0,0,0,1,0,0,0,0,0,660000.0
4971,3,12.1,3046.0,2.0,2.0,234.0,-37.707,144.9411,2606.0,2016,4,1,0,0,1,0,0,0,0,0,510000.0
4972,2,12.1,3046.0,1.0,1.0,359.0,-37.7133,144.9436,2606.0,2016,9,0,0,0,1,0,0,0,0,0,542500.0
4973,3,12.1,3046.0,1.0,3.0,593.0,-37.7133,144.947,2606.0,2016,6,0,0,0,1,0,0,0,0,0,631500.0
4974,4,12.1,3046.0,2.0,1.0,302.0,-37.7149,144.9474,2606.0,2016,11,0,0,0,1,0,0,0,0,0,750074.0
4975,3,12.1,3046.0,1.0,1.0,557.0,-37.7079,144.9432,2606.0,2016,5,0,0,0,1,0,0,0,0,0,591000.0
4976,3,12.1,3046.0,1.0,3.0,610.0,-37.7107,144.9419,2606.0,2016,5,0,0,0,1,0,0,0,0,0,550000.0
4977,2,12.1,3046.0,1.0,1.0,249.0,-37.714,144.939,2606.0,2016,5,0,0,0,1,0,0,0,0,0,330000.0
4979,5,12.1,3046.0,2.0,1.0,808.0,-37.7091,144.9491,2606.0,2016,4,0,0,0,1,0,0,0,0,0,800000.0
4981,3,12.1,3046.0,2.0,4.0,560.0,-37.7136,144.9374,2606.0,2016,9,0,0,0,1,0,0,0,0,0,725000.0
4982,4,12.1,3046.0,2.0,2.0,672.0,-37.7083,144.9495,2606.0,2017,2,0,0,0,1,0,0,0,0,0,815000.0
4983,2,12.1,3046.0,1.0,1.0,613.0,-37.7099,144.938,2606.0,2017,2,0,0,0,1,0,0,0,0,0,715888.0
4984,4,12.1,3046.0,1.0,4.0,588.0,-37.7096,144.9404,2606.0,2016,7,0,0,0,1,0,0,0,0,0,650000.0
4985,2,12.1,3046.0,1.0,1.0,137.0,-37.707,144.9413,2606.0,2016,7,1,0,0,1,0,0,0,0,0,468000.0
4987,3,12.1,3046.0,1.0,2.0,512.0,-37.80046,145.0032,2606.0,2016,6,0,0,0,1,0,0,0,0,0,480000.0
4990,3,12.1,3046.0,1.0,2.0,1020.0,-37.709,144.9434,2606.0,2016,11,0,0,0,1,0,0,0,0,0,1102000.0
4991,2,12.1,3046.0,1.0,2.0,345.0,-37.7128,144.9496,2606.0,2016,11,0,0,0,1,0,0,0,0,0,515000.0
4992,3,12.1,3046.0,1.0,2.0,594.0,-37.709,144.9483,2606.0,2016,11,0,0,0,1,0,0,0,0,0,716000.0
4993,2,12.1,3046.0,1.0,1.0,612.0,-37.7109,144.9389,2606.0,2016,11,0,0,0,1,0,0,0,0,0,640000.0
4994,2,12.1,3046.0,1.0,4.0,360.0,-37.7074,144.9407,2606.0,2016,11,0,0,0,1,0,0,0,0,0,460000.0
4995,2,13.7,3188.0,1.0,1.0,228.0,-37.9355,145.0008,5454.0,2016,3,0,1,0,0,0,0,1,0,0,895000.0
4996,2,13.7,3188.0,1.0,1.0,0.0,-37.9419,145.0019,5454.0,2016,3,0,1,0,0,0,0,1,0,0,587000.0
4997,4,13.7,3188.0,3.0,2.0,701.0,-37.9419,145.0152,5454.0,2016,3,0,0,0,0,0,0,1,0,0,2800000.0
4998,2,13.7,3188.0,1.0,1.0,832.0,-37.9387,145.0063,5454.0,2016,3,0,1,0,0,0,0,1,0,0,720000.0
4999,4,13.7,3188.0,3.0,2.0,928.0,-37.9389,145.0062,5454.0,2016,3,0,0,0,0,0,0,1,0,0,3250000.0
5000,2,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,3,0,0,0,0,0,0,1,0,0,1871000.0
5001,4,13.7,3188.0,2.0,3.0,688.0,-37.9319,145.0173,5454.0,2016,3,0,0,0,0,0,0,1,0,0,2140000.0
5003,4,13.7,3188.0,2.0,2.0,607.0,-37.9324,145.0235,5454.0,2016,3,0,0,0,0,0,0,1,0,0,1600000.0
5005,3,13.7,3188.0,2.0,3.0,1402.0,-37.9347,144.9963,5454.0,2016,3,1,0,0,0,0,0,1,0,0,2200000.0
5006,3,13.7,3188.0,1.0,2.0,289.0,-37.9338,145.0226,5454.0,2016,3,0,0,0,0,0,0,1,0,0,1003500.0
5007,2,13.7,3188.0,1.0,1.0,0.0,-37.939,145.0137,5454.0,2016,3,0,1,0,0,0,0,1,0,0,802000.0
5008,4,13.7,3188.0,1.0,1.0,692.0,-37.9386,145.0055,5454.0,2016,3,1,0,0,0,0,0,1,0,0,1500000.0
5009,4,13.7,3188.0,2.0,2.0,664.0,-37.9394,145.0099,5454.0,2016,3,0,0,0,0,0,0,1,0,0,1686500.0
5011,5,13.7,3188.0,2.0,2.0,434.0,-37.9361,145.0243,5454.0,2017,4,0,0,0,0,0,0,1,0,0,1400000.0
5012,3,13.7,3188.0,1.0,3.0,593.0,-37.9399,145.0204,5454.0,2017,4,0,0,0,0,0,0,1,0,0,1560000.0
5013,2,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2017,4,0,1,0,0,0,0,1,0,0,665000.0
5014,2,13.7,3188.0,1.0,2.0,0.0,-37.939,145.0219,5454.0,2017,4,0,1,0,0,0,0,1,0,0,680000.0
5015,4,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2017,4,1,0,0,0,0,0,1,0,0,2020000.0
5016,3,13.7,3188.0,1.0,2.0,765.0,-37.9358,145.018,5454.0,2017,4,0,0,0,0,0,0,1,0,0,1715000.0
5017,4,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,4,1,0,0,0,0,0,1,0,0,1610000.0
5020,5,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,4,1,0,0,0,0,0,1,0,0,1750000.0
5021,2,13.7,3188.0,1.0,1.0,90.0,-37.9389,145.0186,5454.0,2016,6,0,1,0,0,0,0,1,0,0,760000.0
5022,2,13.7,3188.0,1.0,1.0,0.0,-37.9373,145.0027,5454.0,2016,6,0,1,0,0,0,0,1,0,0,616000.0
5023,4,13.7,3188.0,1.0,1.0,723.0,-37.9437,145.0175,5454.0,2016,6,0,0,0,0,0,0,1,0,0,1680000.0
5024,5,13.7,3188.0,4.0,2.0,661.0,-37.9438,145.0184,5454.0,2016,6,0,0,0,0,0,0,1,0,0,2520000.0
5027,2,13.7,3188.0,2.0,2.0,181.0,-37.9433,145.019,5454.0,2016,7,1,0,0,0,0,0,1,0,0,890000.0
5028,3,13.7,3188.0,2.0,3.0,373.0,-37.9395,145.0088,5454.0,2016,7,0,0,0,0,0,0,1,0,0,1120000.0
5030,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,7,0,0,0,0,0,0,1,0,0,1530000.0
5031,4,13.7,3188.0,3.0,3.0,760.0,-37.9326,144.9997,5454.0,2016,10,0,0,0,0,0,0,1,0,0,3200000.0
5032,4,13.7,3188.0,3.0,2.0,398.0,-37.9381,145.0161,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1250000.0
5033,4,13.7,3188.0,3.0,2.0,560.0,-37.9333,144.9977,5454.0,2016,10,0,0,0,0,0,0,1,0,0,2420000.0
5034,4,13.7,3188.0,3.0,4.0,615.0,-37.9429,145.0072,5454.0,2016,10,0,0,0,0,0,0,1,0,0,2000000.0
5035,4,13.7,3188.0,3.0,2.0,687.0,-37.9312,144.9997,5454.0,2016,10,0,0,0,0,0,0,1,0,0,2880000.0
5036,5,13.7,3188.0,2.0,2.0,700.0,-37.9419,145.0156,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1805000.0
5037,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,10,1,0,0,0,0,0,1,0,0,1725000.0
5039,4,13.7,3188.0,2.0,2.0,487.0,-37.9356,145.0166,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1460000.0
5040,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,10,1,0,0,0,0,0,1,0,0,1700000.0
5041,2,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,10,0,0,0,0,0,0,1,0,0,905000.0
5042,3,13.7,3188.0,1.0,2.0,495.0,-37.9428,145.0092,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1403000.0
5043,3,13.7,3188.0,1.0,1.0,767.0,-37.9365,145.02200000000002,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1682000.0
5044,4,13.7,3188.0,2.0,3.0,685.0,-37.9412,145.0021,5454.0,2017,11,0,0,0,0,0,0,1,0,0,1875000.0
5046,4,13.7,3188.0,1.0,2.0,1504.0,-37.944,145.0015,5454.0,2016,12,0,0,0,0,0,0,1,0,0,2600000.0
5047,2,13.7,3188.0,1.0,2.0,0.0,-37.9339,145.0023,5454.0,2016,12,0,1,0,0,0,0,1,0,0,685000.0
5049,4,13.7,3188.0,2.0,2.0,663.0,-37.9323,145.0137,5454.0,2016,12,0,0,0,0,0,0,1,0,0,2400000.0
5050,5,13.7,3188.0,3.0,4.0,670.0,-37.9427,145.0085,5454.0,2016,12,0,0,0,0,0,0,1,0,0,3470000.0
5051,2,13.7,3188.0,1.0,1.0,801.0,-37.9348,145.0162,5454.0,2016,12,0,0,0,0,0,0,1,0,0,1615000.0
5052,4,13.7,3188.0,2.0,3.0,450.0,-37.9341,145.02,5454.0,2016,12,0,0,0,0,0,0,1,0,0,1450000.0
5053,2,13.7,3188.0,1.0,1.0,162.0,-37.9379,145.0061,5454.0,2016,8,0,1,0,0,0,0,1,0,0,786000.0
5054,2,13.7,3188.0,3.0,2.0,245.0,-37.9442,145.0016,5454.0,2016,5,0,1,0,0,0,0,1,0,0,742000.0
5055,2,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,5,0,1,0,0,0,0,1,0,0,730000.0
5056,3,13.7,3188.0,2.0,2.0,357.0,-37.9449,145.0144,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1050000.0
5057,2,13.7,3188.0,1.0,1.0,319.0,-37.9409,145.0001,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1690000.0
5058,3,13.7,3188.0,1.0,1.0,195.0,-37.9396,145.0156,5454.0,2016,10,0,1,0,0,0,0,1,0,0,810000.0
5061,3,13.7,3188.0,2.0,2.0,413.0,-37.933,144.9975,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1460000.0
5062,3,13.7,3188.0,1.0,2.0,783.0,-37.9359,145.017,5454.0,2016,10,0,0,0,0,0,0,1,0,0,1620000.0
5063,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,10,0,0,0,0,0,0,1,0,0,910000.0
5065,3,13.7,3188.0,2.0,2.0,277.0,-37.9393,145.0226,5454.0,2016,7,0,0,0,0,0,0,1,0,0,1420000.0
5066,4,13.7,3188.0,2.0,4.0,802.0,-37.9379,145.0067,5454.0,2016,9,0,0,0,0,0,0,1,0,0,2400000.0
5067,5,13.7,3188.0,2.0,2.0,830.0,-37.9386,145.006,5454.0,2016,9,0,0,0,0,0,0,1,0,0,3075000.0
5068,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2017,3,0,1,0,0,0,0,1,0,0,1450000.0
5069,5,13.7,3188.0,3.0,2.0,760.0,-37.9416,145.0107,5454.0,2017,3,0,0,0,0,0,0,1,0,0,3201000.0
5070,2,13.7,3188.0,2.0,1.0,225.0,-37.9442,145.0018,5454.0,2017,3,0,1,0,0,0,0,1,0,0,875500.0
5071,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2017,3,0,0,0,0,0,0,1,0,0,950000.0
5072,3,13.7,3188.0,2.0,1.0,211.0,-37.9427,145.0084,5454.0,2017,3,1,0,0,0,0,0,1,0,0,1400000.0
5073,3,13.7,3188.0,2.0,2.0,0.0,-37.9371,145.0035,5454.0,2017,3,0,1,0,0,0,0,1,0,0,1457500.0
5074,5,13.7,3188.0,4.0,2.0,1000.0,-37.9332,145.0226,5454.0,2017,3,0,0,0,0,0,0,1,0,0,2600000.0
5075,2,13.7,3188.0,1.0,2.0,581.0,-37.9323,145.0225,5454.0,2017,3,0,0,0,0,0,0,1,0,0,1465000.0
5076,1,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,6,0,1,0,0,0,0,1,0,0,390000.0
5077,5,13.7,3188.0,2.0,2.0,648.0,-37.946,145.0181,5454.0,2016,6,0,0,0,0,0,0,1,0,0,1705000.0
5078,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,6,0,0,0,0,0,0,1,0,0,1271000.0
5079,3,13.7,3188.0,1.0,2.0,569.0,-37.9419,145.01,5454.0,2016,6,0,0,0,0,0,0,1,0,0,1610000.0
5080,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,6,0,0,0,0,0,0,1,0,0,1625000.0
5081,2,13.7,3188.0,1.0,2.0,153.0,-37.9429,145.0049,5454.0,2016,6,0,1,0,0,0,0,1,0,0,750000.0
5082,3,13.7,3188.0,2.0,2.0,320.0,-37.9364,145.02100000000002,5454.0,2016,6,0,0,0,0,0,0,1,0,0,1320000.0
5083,2,13.7,3188.0,2.0,2.0,677.0,-37.9448,145.0186,5454.0,2016,11,0,1,0,0,0,0,1,0,0,896000.0
5084,3,13.7,3188.0,2.0,2.0,413.0,-37.9352,145.0009,5454.0,2016,11,0,0,0,0,0,0,1,0,0,1450000.0
5085,2,13.7,3188.0,1.0,1.0,266.0,-37.9344,145.004,5454.0,2016,11,0,1,0,0,0,0,1,0,0,898000.0
5086,4,13.7,3188.0,2.0,0.0,611.0,-37.9446,145.0201,5454.0,2016,11,0,0,0,0,0,0,1,0,0,1515000.0
5087,5,13.7,3188.0,3.0,2.0,694.0,-37.9372,145.0101,5454.0,2016,11,0,0,0,0,0,0,1,0,0,2980000.0
5089,3,13.7,3188.0,1.0,2.0,512.0,-37.80046,145.0032,5454.0,2016,5,1,0,0,0,0,0,1,0,0,1405000.0
5091,4,13.7,3188.0,3.0,4.0,583.0,-37.9336,144.9999,5454.0,2016,4,0,0,0,0,0,0,1,0,0,2200000.0
